Name,Season,Rating,Age,Mean,Growth
Adam Hlousek,2010,6.77,22,6.7925,-0.1899999999999995
Adam Johnson,2010,6.78,23,6.838571428571429,-0.5700000000000003
Adam Matuschyk,2010,6.66,22,6.66,0.0
Adam Vass,2010,6.47,22,6.47,0.0
Adama Coulibaly,2010,7.15,30,7.195,-0.08999999999999986
Adem Ljajic,2010,6.49,19,6.972857142857143,0.7199999999999998
Adil Hermach,2010,7.24,25,7.13,0.22000000000000064
Adil Rami,2010,6.89,25,6.932,-0.08000000000000007
Adrian Mutu,2010,6.88,32,6.853333333333334,-0.019999999999999574
Adriano,2010,6.98,26,7.134999999999999,-0.019999999999999574
Adriano Pereira,2010,6.88,29,6.92,-0.08000000000000007
Adrián Colunga,2010,6.54,26,6.645,-0.040000000000000036
Adrián González,2010,6.57,23,6.6137500000000005,-0.16999999999999993
Adrián Gunino,2010,6.84,22,6.779999999999999,0.1200000000000001
Adrián López,2010,6.64,23,6.6450000000000005,0.4800000000000004
Adrián Ricchiuti,2010,6.84,33,6.6433333333333335,-0.5099999999999998
Ahmed El Mohamady,2010,6.85,23,6.9,-0.2699999999999996
Ahmed Kantari,2010,6.95,26,6.97,-0.04999999999999982
Alaeddine Yahia,2010,6.97,29,6.866,-0.08999999999999986
Alain Traoré,2010,6.86,22,6.9575000000000005,-0.22000000000000064
Alan Hutton,2010,7.0,26,6.751666666666668,-0.10999999999999943
Alassane Toure,2010,7.04,22,6.9399999999999995,-0.20000000000000018
Albert Crusat,2010,6.67,29,6.835,-0.33000000000000007
Alberto Aquilani,2010,7.15,26,6.868571428571429,0.15000000000000036
Alberto Botía,2010,6.81,22,6.816,-0.16999999999999993
Alberto Gilardino,2010,6.79,28,6.81,-0.47000000000000064
Alberto Lopo,2010,6.99,31,6.903999999999999,0.05999999999999961
Alberto Lora,2010,7.16,24,7.0175,-0.33999999999999986
Alberto Rivera,2010,7.09,33,6.966666666666666,-0.20999999999999996
Alberto de la Bella,2010,6.86,25,6.924285714285715,0.05999999999999961
Albin Ebondo,2010,6.66,27,6.650000000000001,0.010000000000000675
Albin Ekdal,2010,6.6,21,6.837999999999999,0.020000000000000462
Aldo Duscher,2010,6.56,32,6.56,0.0
Alejandro Alonso,2010,6.61,29,6.76,-0.2999999999999998
Alejandro Gómez,2010,6.83,23,7.2775,0.8099999999999996
Aleksandar Kolarov,2010,6.89,25,7.157777777777778,0.23000000000000043
Alessandro Agostini,2010,6.66,31,6.664,-0.2999999999999998
Alessandro Del Piero,2010,6.91,36,6.984999999999999,-0.14999999999999947
Alessandro Diamanti,2010,7.0,28,7.159999999999999,-0.6000000000000005
Alessandro Gamberini,2010,7.06,29,6.909999999999999,-0.22999999999999954
Alessandro Gazzi,2010,7.03,28,6.948571428571428,-0.3600000000000003
Alessandro Lucarelli,2010,6.9,33,7.021666666666667,-0.3600000000000003
Alessandro Matri,2010,6.92,26,6.71375,-0.5800000000000001
Alessandro Matri,2010,6.79,26,6.71375,-0.5800000000000001
Alessandro Nesta,2010,7.01,35,7.13,-0.5599999999999996
Alessandro Parisi,2010,6.91,34,6.79,0.2400000000000002
Alessandro Potenza,2010,6.54,27,6.470000000000001,0.13999999999999968
Alessio Cerci,2010,6.85,23,6.926,-0.25
Alex,2010,7.34,29,7.151428571428572,0.1999999999999993
Alex Baptiste,2010,6.78,25,6.78,0.0
Alexander Bugera,2010,6.75,32,6.765000000000001,0.03000000000000025
Alexander Meier,2010,6.87,28,7.171428571428571,-0.3799999999999999
Alexander Tettey,2010,6.83,25,6.747999999999999,-0.14000000000000057
Alexandre Cuvillier,2010,6.56,25,6.63,-0.14000000000000057
Alexandre Pato,2010,7.17,21,7.109999999999999,0.5300000000000002
Alexandre Raineau,2010,6.97,25,6.96,-0.019999999999999574
Alexandre Song,2010,7.38,23,7.176666666666666,-0.16999999999999993
Alexis Ruano,2010,6.73,25,6.676666666666668,-0.1899999999999995
Alexis Sánchez,2010,7.74,22,7.544999999999999,0.3100000000000005
Alexis Thébaux,2010,7.13,26,6.923333333333333,-0.34999999999999964
Alfred N'Diaye,2010,6.56,21,6.696666666666666,-0.41999999999999993
Ali Al Habsi,2010,6.82,29,6.563333333333333,-0.5500000000000007
Aliaksandr Hleb,2010,6.53,30,6.71,-0.35999999999999943
Almog Cohen,2010,6.63,22,6.696666666666666,0.27000000000000046
Alou Diarra,2010,7.07,29,7.085,-0.3099999999999996
Aly Cissokho,2010,7.04,23,6.884285714285714,-0.41000000000000014
Amauri,2010,7.41,31,6.884,0.009999999999999787
Anatoliy Tymoshchuk,2010,7.07,32,6.903333333333333,0.39999999999999947
Ander Herrera,2010,7.12,21,7.061,0.08000000000000007
Anderson,2010,6.16,23,6.8066666666666675,0.79
Anderson,2010,6.95,23,6.8066666666666675,0.79
Andoni Iraola,2010,6.89,29,6.851666666666667,-0.040000000000000036
Andre Luiz,2010,6.91,31,6.705,-0.2400000000000002
Andrea Barzagli,2010,6.86,30,6.97111111111111,-0.08000000000000007
Andrea Barzagli,2010,7.27,30,6.97111111111111,-0.08000000000000007
Andrea Caracciolo,2010,6.95,29,6.885,-0.1299999999999999
Andrea Coda,2010,6.65,26,6.6579999999999995,-0.5700000000000003
Andrea Cossu,2010,7.23,31,6.866666666666667,-0.6400000000000006
Andrea Dossena,2010,6.69,29,6.733333333333334,0.04999999999999982
Andrea Lazzari,2010,6.69,26,6.83,-0.3799999999999999
Andrea Mantovani,2010,6.87,27,6.81,-0.5
Andrea Masiello,2010,6.62,25,6.83375,-0.3800000000000008
Andrea Pirlo,2010,7.06,32,7.488333333333334,0.20999999999999996
Andrea Poli,2010,6.66,21,6.691428571428572,-0.17999999999999972
Andrea Raggi,2010,6.74,27,6.775,0.1899999999999995
Andrea Ranocchia,2010,7.48,23,7.157777777777777,-0.21999999999999975
Andrea Ranocchia,2010,7.16,23,7.157777777777777,-0.21999999999999975
Andreas Beck,2010,7.03,24,6.845000000000001,-0.47999999999999954
Andreas Ibertsberger,2010,7.07,28,7.0649999999999995,0.010000000000000675
Andreas Ivanschitz,2010,6.64,27,6.703333333333333,-0.16000000000000014
Andreas Wolf,2010,6.97,29,6.846666666666667,0.16999999999999993
Andrew Johnson,2010,6.44,30,6.575,0.2699999999999996
Andrey Arshavin,2010,7.06,30,7.16,-0.20000000000000018
André Ayew,2010,7.34,21,7.07625,-0.7000000000000002
André Castro,2010,6.71,23,6.74,0.05999999999999961
André Dias,2010,7.2,32,7.132,-0.3099999999999996
André Schürrle,2010,7.25,20,7.050000000000001,-0.35000000000000053
André-Pierre Gignac,2010,6.87,25,7.014,-0.16000000000000014
Andrés Guardado,2010,6.84,24,7.047777777777777,-0.6299999999999999
Andrés Iniesta,2010,7.72,27,7.2522222222222235,-0.41999999999999993
Andrés Palop,2010,6.65,37,6.925,-0.15999999999999925
Andy Carroll,2010,7.54,22,7.265714285714286,-0.1200000000000001
Andy Wilkinson,2010,6.8,26,6.6850000000000005,-0.28000000000000025
Angelo,2010,6.44,30,6.555,0.22999999999999954
Angelo Palombo,2010,7.03,29,6.9799999999999995,-0.33000000000000007
Anthony Modeste,2010,6.53,23,6.916666666666667,-0.08000000000000007
Anthony Mounier,2010,7.16,23,6.845714285714285,-0.3100000000000005
Anthony Réveillere,2010,6.8,31,6.87,-0.21999999999999975
Antoine Devaux,2010,6.74,26,6.825,0.05999999999999961
Antoine Griezmann,2010,7.01,20,7.25,0.28000000000000025
Antolín Alcaraz,2010,7.42,28,7.154999999999999,-0.5300000000000002
Anton Ferdinand,2010,6.9,26,6.7875,-0.16000000000000014
Anton Putilo,2010,6.62,24,6.745,0.25
Antonio Buscé,2010,6.49,35,6.695,-0.41000000000000014
Antonio Candreva,2010,6.7,24,7.071,-0.1800000000000006
Antonio Di Natale,2010,7.54,33,7.135714285714286,-1.17
Antonio Filippini,2010,6.57,37,6.5600000000000005,0.020000000000000462
Antonio Floro Flores,2010,7.29,28,6.885000000000001,-0.5499999999999998
Antonio Floro Flores,2010,7.01,28,6.885000000000001,-0.5499999999999998
Antonio Luna,2010,7.14,20,6.757500000000001,-0.39999999999999947
Antonio López,2010,6.88,29,6.915,-0.07000000000000028
Antonio Mirante,2010,6.74,27,6.7509999999999994,0.2400000000000002
Antonio Nocerino,2010,6.81,26,6.675999999999999,-0.4300000000000006
Antonio Rosati,2010,6.83,28,6.83,0.0
Antonio Tomás,2010,6.88,26,6.725,0.3099999999999996
Apoula Edel,2010,6.84,25,6.885,-0.08999999999999986
Apoño,2010,7.12,27,6.9925,0.41999999999999993
Aranda,2010,6.74,30,6.74,0.0
Ariel Nahuelpán,2010,6.54,23,6.54,0.0
Aritz Aduriz,2010,6.92,30,6.9879999999999995,-1.0099999999999998
Arjen Robben,2010,8.39,27,7.777777777777778,-0.8700000000000001
Armin Bacinovic,2010,6.7,21,6.7,0.0
Arnaud Le Lan,2010,6.58,33,6.6925,-0.7300000000000004
Arne Friedrich,2010,6.84,32,6.855,-0.03000000000000025
Arnold Mvuemba,2010,6.7,26,6.698333333333334,-0.3100000000000005
Arthur Boka,2010,6.89,28,6.869999999999999,-0.3899999999999997
Artur Boruc,2010,6.84,31,6.685714285714285,0.1899999999999995
Arturo Vidal,2010,7.77,24,7.438,0.040000000000000036
Asamoah Gyan,2010,6.86,25,6.955,-0.1899999999999995
Ashkan Dejagah,2010,6.5,24,6.7475000000000005,0.2599999999999998
Ashley Cole,2010,6.95,30,6.998333333333334,-0.41999999999999993
Ashley Young,2010,7.11,25,6.976666666666667,-0.20999999999999996
Asier Del Horno,2010,7.03,30,6.95,0.14000000000000057
Asmir Begovic,2010,6.9,24,6.699999999999999,-0.6500000000000004
Atsuto Uchida,2010,6.74,23,7.0,0.17999999999999972
Aurélien Chedjou,2010,7.0,26,7.1725,-0.04999999999999982
Ayoze Díaz,2010,6.67,29,6.636666666666667,-0.41999999999999993
Aythami Artiles,2010,6.71,25,6.840000000000001,0.29000000000000004
Bacary Sagna,2010,7.16,28,7.04875,-0.3099999999999996
Bafétimbi Gomis,2010,6.71,25,6.77125,-0.3899999999999997
Bakary Sako,2010,6.79,23,6.78,-0.21999999999999975
Bakary Soro,2010,6.77,25,6.77,0.0
Bakaye Traoré,2010,6.74,26,6.87,0.3099999999999996
Barry Ferguson,2010,6.69,33,6.755000000000001,-0.1299999999999999
Bastian Oczipka,2010,6.95,22,7.0600000000000005,0.04999999999999982
Bastian Schweinsteiger,2010,7.3,26,7.364285714285715,-0.7699999999999996
Ben Foster,2010,6.94,28,6.687777777777777,-0.25
Ben Watson,2010,7.03,25,6.883333333333334,-0.08999999999999986
Benedikt Höwedes,2010,6.89,23,7.035,0.040000000000000036
Benjamin Angoua,2010,6.91,24,6.788571428571428,-0.4300000000000006
Benjamin Gavanon,2010,6.65,30,6.635,0.03000000000000025
Benjamin Köhler,2010,6.85,30,6.85,0.0
Benjamin Moukandjo,2010,6.67,22,6.699999999999999,0.29000000000000004
Benjamin Nivet,2010,6.81,34,6.6739999999999995,-0.3199999999999994
Benjamin Stambouli,2010,6.51,20,6.795,0.4400000000000004
Benoit Assou-Ekotto,2010,7.22,27,6.968571428571429,0.3099999999999996
Benoit Cheyrou,2010,7.26,30,7.142,-0.47999999999999954
Benoit Lesoimier,2010,7.04,28,6.84,-0.3099999999999996
Benoit Pedretti,2010,7.27,30,7.003333333333334,-0.6500000000000004
Benoît Trémoulinas,2010,6.88,25,6.875714285714286,0.04999999999999982
Blaise Matuidi,2010,7.21,24,7.0699999999999985,-0.2400000000000002
Blerim Dzemaili,2010,7.04,25,6.904444444444445,-0.35999999999999943
Bo Svensson,2010,6.76,31,6.7675,0.03000000000000025
Bojan Jokic,2010,7.16,25,6.9725,0.07000000000000028
Boris Vukcevic,2010,6.67,21,6.765000000000001,0.1900000000000004
Borja Ekiza,2010,7.01,23,6.715,-0.7799999999999994
Borja Valero,2010,7.1,26,7.004,-0.8600000000000003
Bostjan Cesar,2010,6.96,28,6.736666666666668,-0.13000000000000078
Boudewijn Zenden,2010,6.54,34,6.54,0.0
Boukary Dramé,2010,7.19,25,7.18,0.040000000000000036
Brad Friedel,2010,6.5,40,6.63,-0.5200000000000005
Brahim Ferradj,2010,7.04,23,7.04,0.0
Brandão,2010,6.64,31,6.773999999999999,-0.7199999999999998
Branislav Ivanovic,2010,7.24,27,7.194285714285715,-0.5899999999999999
Braulio,2010,6.47,25,6.47,0.0
Brede Hangeland,2010,7.39,30,7.098333333333333,-0.15000000000000036
Brett Emerton,2010,6.61,32,6.515000000000001,0.1900000000000004
Brown Ideye,2010,7.01,22,6.653333333333333,-0.22999999999999954
Bruno,2010,6.89,30,6.744,-0.3799999999999999
Bruno Ecuele Manga,2010,7.23,22,7.162000000000001,-0.54
Bruno Grougi,2010,6.85,28,6.716666666666666,-0.45999999999999996
Bruno Soriano,2010,7.45,27,7.292857142857143,0.13999999999999968
Cacau,2010,6.96,30,6.989999999999999,-0.33000000000000007
Caio Cesar,2010,6.44,25,6.595000000000001,-0.3099999999999996
Camel Meriem,2010,6.71,31,6.59,-0.2699999999999996
Cameron Jerome,2010,6.58,24,6.680000000000001,-0.9300000000000006
Cani,2010,7.01,29,6.837999999999999,-0.41999999999999993
Carlao,2010,6.85,25,6.8125,0.16000000000000014
Carles Puyol,2010,7.19,33,7.0825,-0.34999999999999964
Carlos Bocanegra,2010,6.82,32,6.84,-0.040000000000000036
Carlos Cuellar,2010,6.98,29,7.1675,-0.3200000000000003
Carlos Diogo,2010,6.8,27,6.8149999999999995,-0.03000000000000025
Carlos García,2010,6.79,27,6.79,0.0
Carlos Grossmüller,2010,6.52,28,6.6,0.16000000000000014
Carlos Kameni,2010,7.18,27,6.802000000000001,-0.16999999999999993
Carlos Marchena,2010,7.08,31,6.906666666666666,0.040000000000000036
Carlos Martínez,2010,7.01,25,7.151666666666666,0.1900000000000004
Carlos Salcido,2010,6.91,31,6.91,0.0
Carlos Sánchez,2010,6.81,25,6.755555555555556,0.05999999999999961
Carlos Tevez,2010,7.59,27,7.536,0.08999999999999986
Carlos Zambrano,2010,6.88,21,6.908333333333332,-0.21999999999999975
Carlton Cole,2010,6.5,27,6.6499999999999995,-0.6299999999999999
Carsten Rothenbach,2010,6.26,30,6.26,0.0
Casquero,2010,6.46,35,6.5566666666666675,-0.29000000000000004
Cata Díaz,2010,7.0,31,7.013333333333333,0.10000000000000053
Catalá,2010,6.67,26,6.795,0.25
Ceará,2010,6.78,31,6.846666666666667,-0.09999999999999964
Cedric Hengbart,2010,7.03,30,6.9,-0.5700000000000003
Cedrick Makiadi,2010,6.9,27,6.938,0.05999999999999961
Cesare Bovo,2010,7.09,28,6.95,-0.4500000000000002
Cesare Natali,2010,6.66,32,6.88,0.5300000000000002
Cesc Fàbregas,2010,7.55,24,7.344999999999999,-0.34000000000000075
Chaouki Ben Saada,2010,6.59,27,6.6850000000000005,-0.1900000000000004
Charles Kaboré,2010,6.74,23,6.852500000000001,-0.019999999999999574
Charles N'Zogbia,2010,7.17,25,6.8340000000000005,-0.8499999999999996
Charles Takyi,2010,6.71,26,6.71,0.0
Charlie Adam,2010,7.48,25,6.885714285714286,-0.7800000000000002
Cheick Tioté,2010,7.16,25,6.961666666666666,-0.29000000000000004
Cheikh M'Bengue,2010,7.05,22,6.99625,-0.41000000000000014
Chicharito,2010,6.68,23,6.755,-0.5099999999999998
Chris Baird,2010,7.07,29,6.885,-0.1800000000000006
Chris Brunt,2010,7.23,26,6.983749999999999,-0.3000000000000007
Chris Smalling,2010,7.02,21,7.014444444444445,-0.22999999999999954
Christian Abbiati,2010,7.01,33,6.766,-0.2599999999999998
Christian Clemens,2010,6.68,19,6.7475,0.08999999999999986
Christian Eichner,2010,6.65,28,6.66,-0.3100000000000005
Christian Eigler,2010,6.6,27,6.543333333333333,-0.11000000000000032
Christian Fernández,2010,7.06,25,7.039999999999999,-0.6200000000000001
Christian Fuchs,2010,7.43,25,7.186249999999999,-0.09000000000000075
Christian Gentner,2010,6.8,25,6.968888888888889,-0.6699999999999999
Christian Maggio,2010,7.26,29,7.131666666666667,-0.019999999999999574
Christian Schulz,2010,6.8,28,6.764285714285714,-0.15000000000000036
Christian Tiffert,2010,7.49,29,7.145,-0.6900000000000004
Christian Träsch,2010,7.28,23,7.011666666666667,-0.3600000000000003
Christian Wetklo,2010,6.85,31,6.756666666666667,-0.08000000000000007
Christofer Heimeroth,2010,6.34,29,6.34,0.0
Christoph Metzelder,2010,6.9,30,6.875,-0.05000000000000071
Christophe Berra,2010,6.81,26,6.829999999999999,-0.4399999999999995
Christophe Jallet,2010,7.1,27,7.114999999999999,-0.46999999999999975
Christophe Landrin,2010,6.28,34,6.465,-0.3700000000000001
Christopher Samba,2010,7.33,27,7.145,-0.8899999999999997
Chung-Yong Lee,2010,6.93,22,6.965,-0.07000000000000028
Ciaran Clark,2010,6.99,21,6.887142857142857,-0.20000000000000018
Ciro Capuano,2010,6.93,29,6.955,-0.05000000000000071
Clarence Seedorf,2010,7.04,35,6.9799999999999995,-0.21999999999999975
Claude Makelele,2010,6.78,38,6.800000000000001,-0.040000000000000036
Claudio Bravo,2010,6.95,28,6.808571428571429,-0.5700000000000003
Claudio Marchisio,2010,7.09,25,7.161249999999999,0.0
Claudio Morel Rodríguez,2010,6.8,33,6.8,0.0
Claudio Pizarro,2010,7.27,32,7.234,-1.12
Clemens Fritz,2010,6.89,30,6.9875,-0.5200000000000005
Clint Dempsey,2010,7.09,28,7.130000000000001,-0.2699999999999996
Clément Chantôme,2010,6.98,23,6.916666666666667,0.4900000000000002
Corona,2010,6.63,30,6.6225,-0.11000000000000032
Cote,2010,7.31,21,7.045000000000001,0.05999999999999961
Craig Cathcart,2010,6.74,22,6.680000000000001,-0.08000000000000007
Craig Gardner,2010,7.0,24,6.853333333333333,-0.3200000000000003
Craig Gordon,2010,6.69,28,6.79,-0.1999999999999993
Cris,2010,6.95,34,7.1499999999999995,-0.4399999999999995
Cristhian Stuani,2010,6.52,24,6.755000000000001,0.09000000000000075
Cristian Brocchi,2010,6.77,35,6.760000000000001,-0.3100000000000005
Cristian Chivu,2010,7.03,30,6.966666666666666,-0.0699999999999994
Cristian Ledesma,2010,7.19,28,7.098000000000001,-0.34999999999999964
Cristian Molinaro,2010,6.78,27,6.83,-0.5300000000000002
Cristian Zaccardo,2010,7.01,29,6.998,-0.0699999999999994
Cristiano Ronaldo,2010,8.35,26,8.129000000000001,-0.8599999999999994
Cristián Zapata,2010,7.25,24,7.05,0.0
Cyril Jeunechamp,2010,6.85,35,6.845,0.009999999999999787
Cyril Théréau,2010,6.54,28,6.87125,0.2599999999999998
Cyrille Merville,2010,6.69,29,6.69,0.0
Cédric Carrasso,2010,6.65,29,6.7250000000000005,-0.04999999999999982
Cédric Mongongu,2010,6.69,22,6.738333333333333,-0.17999999999999972
César,2010,7.13,39,7.205,-0.15000000000000036
César Azpilicueta,2010,7.11,21,7.112,-0.03000000000000025
Cícero,2010,6.58,26,6.865,-0.5700000000000003
DJ Campbell,2010,6.7,29,6.7,0.0
Damien Duff,2010,6.81,32,6.835,-0.5099999999999998
Damien Gregorini,2010,6.97,32,6.865,-0.20999999999999996
Damien Marcq,2010,6.61,22,6.74,-0.2599999999999998
Damien Perquis,2010,7.01,27,6.83,0.09999999999999964
Damiá,2010,6.9,29,7.047499999999999,0.09999999999999964
Dani Alves,2010,7.66,28,7.3709999999999996,-0.5699999999999994
Dani Estrada,2010,6.82,24,6.760000000000001,-0.4300000000000006
Daniel Agger,2010,6.87,26,6.984,-0.1299999999999999
Daniel Aranzubia,2010,7.1,31,6.853333333333333,-0.28000000000000025
Daniel Braaten,2010,6.81,29,6.6025,-0.2599999999999998
Daniel Caligiuri,2010,6.49,23,7.118888888888888,0.79
Daniel Congré,2010,6.8,26,6.962999999999999,-0.15000000000000036
Daniel Niculae,2010,6.57,28,6.816666666666666,-0.10000000000000053
Daniel Parejo,2010,7.09,22,7.1739999999999995,0.6300000000000008
Daniel Schwaab,2010,7.06,22,6.957777777777778,0.1200000000000001
Daniel Sturridge,2010,7.12,21,7.242,0.0
Daniel Van Buyten,2010,6.83,33,7.162000000000001,-0.040000000000000036
Daniele Bonera,2010,6.94,30,6.732857142857142,0.08999999999999986
Daniele Conti,2010,7.25,32,7.186666666666667,-0.8200000000000003
Daniele Corvia,2010,6.38,26,6.38,0.0
Daniele De Rossi,2010,7.1,27,7.103,-0.6800000000000006
Daniele Dessena,2010,6.59,24,6.6257142857142854,-0.28000000000000025
Daniele Gastaldello,2010,7.06,28,7.0685714285714285,-0.6000000000000005
Daniele Mannini,2010,6.72,27,6.663333333333333,-0.34999999999999964
Daniele Portanova,2010,6.81,32,7.002,0.3100000000000005
Danijel Ljuboja,2010,6.39,32,6.615,-0.4500000000000002
Danijel Pranjic,2010,6.83,29,6.8,0.0600000000000005
Danny Collins,2010,6.69,30,6.79,-0.1999999999999993
Danny Gabbidon,2010,6.81,31,6.916666666666667,0.28000000000000025
Danny Guthrie,2010,6.53,24,6.663333333333333,0.16999999999999993
Danny Murphy,2010,7.08,34,7.066666666666666,-0.2600000000000007
Danny Simpson,2010,6.59,24,6.721428571428571,-0.009999999999999787
Danny Welbeck,2010,6.98,20,6.899999999999999,-0.46000000000000085
Dante,2010,6.87,27,7.006,-0.09999999999999964
Dario Dainelli,2010,7.14,32,6.992222222222221,-0.009999999999999787
Dariusz Dudka,2010,6.83,27,6.773333333333333,-0.08999999999999986
Darren Bent,2010,7.07,27,6.828,-1.0099999999999998
Darren Bent,2010,6.71,27,6.828,-1.0099999999999998
Darren Fletcher,2010,6.92,27,6.775000000000001,-0.8499999999999996
David Alaba,2010,6.88,19,7.111111111111111,0.1299999999999999
David Albelda,2010,6.7,33,6.9575000000000005,-0.11999999999999922
David Barral,2010,6.75,28,6.806,0.05999999999999961
David Cortés,2010,6.97,31,6.795,0.34999999999999964
David Di Michele,2010,6.99,35,6.95,-0.08000000000000007
David Ducourtioux,2010,6.86,33,6.663333333333333,-0.3100000000000005
David Dunn,2010,6.5,31,6.746666666666666,-0.4800000000000004
David Edwards,2010,6.67,25,6.556666666666666,0.08000000000000007
David García,2010,6.71,30,6.802,-0.3200000000000003
David Jarolim,2010,6.98,32,7.096666666666667,-0.29000000000000004
David Jones,2010,6.58,26,6.595,0.1299999999999999
David Junior Hoilett,2010,7.02,21,6.755000000000001,-0.5599999999999996
David Luiz,2010,7.17,24,7.149999999999999,-0.16999999999999993
David López,2010,7.12,28,6.988333333333334,-0.0600000000000005
David Navarro,2010,6.69,31,6.726666666666667,-0.35000000000000053
David Ospina,2010,6.96,22,6.925714285714286,-0.3100000000000005
David Pizarro,2010,7.2,31,7.214,-0.7199999999999998
David Rozehnal,2010,6.79,30,6.8340000000000005,0.1200000000000001
David Sauget,2010,6.9,31,6.784999999999999,-0.2999999999999998
David Silva,2010,7.15,25,7.3790000000000004,-0.08000000000000007
David Trezeguet,2010,6.61,33,6.735,0.25
David Vaughan,2010,7.16,28,7.04,-0.2400000000000002
David Villa,2010,7.34,29,7.115,-0.6600000000000001
David Zurutuza,2010,6.84,24,6.8822222222222225,-0.20999999999999996
David de Gea,2010,6.93,20,6.7379999999999995,-0.23000000000000043
Davide Astori,2010,7.39,24,7.228888888888889,-0.27999999999999936
Davide Baiocco,2010,6.57,36,6.57,0.0
Davide Biondini,2010,6.78,28,6.59,-0.29000000000000004
Davide Brivio,2010,6.66,23,6.636666666666667,-0.2400000000000002
Davide Mandelli,2010,6.85,34,6.859999999999999,-0.020000000000000462
Davide Moscardelli,2010,6.59,31,6.59,0.0
Davide Zoboli,2010,7.12,29,7.12,0.0
Dean Whitehead,2010,6.61,29,6.595,-0.3700000000000001
Dejan Lovren,2010,6.94,21,7.036666666666666,0.13999999999999968
Dejan Stankovic,2010,7.2,32,7.013333333333333,-0.27999999999999936
Delvin N'Dinga,2010,6.75,23,6.656666666666667,-0.16000000000000014
Demba Ba,2010,6.94,26,6.965,-0.4800000000000004
Demba Ba,2010,7.1,26,6.965,-0.4800000000000004
Deme N'Diaye,2010,6.64,26,6.64,0.0
Dennis Aogo,2010,6.85,24,6.7988888888888885,-0.39000000000000057
Dennis Oliech,2010,6.62,26,6.713333333333334,0.040000000000000036
Derek Boateng,2010,7.2,28,7.0649999999999995,0.27000000000000046
Dianbobo Balde,2010,6.73,35,6.635,-0.1900000000000004
Dianbobo Balde,2010,6.54,35,6.635,-0.1900000000000004
Dickson Etuhu,2010,6.84,29,6.785,0.10999999999999943
Didier Digard,2010,7.06,24,7.01,-0.04999999999999982
Didier Drogba,2010,7.55,33,7.566666666666667,-1.4900000000000002
Didier Ya Konan,2010,7.22,27,6.925000000000001,-0.1200000000000001
Didier Zokora,2010,6.53,30,6.78,-0.5
Diego,2010,7.53,26,7.2625,-0.28000000000000025
Diego Alves,2010,7.14,26,6.866249999999999,-0.6400000000000006
Diego Benaglio,2010,6.68,27,6.673333333333334,-0.33000000000000007
Diego Capel,2010,6.52,23,6.56,-0.08000000000000007
Diego Castro,2010,7.25,28,6.833333333333333,-0.45999999999999996
Diego Colotto,2010,7.07,30,6.970000000000001,-0.23000000000000043
Diego Contento,2010,6.85,21,6.9325,0.11000000000000032
Diego Costa,2010,6.61,22,7.031999999999999,0.4800000000000004
Diego Forlán,2010,6.73,32,6.846666666666667,-0.5899999999999999
Diego Godín,2010,7.08,25,7.210000000000001,-0.25
Diego López,2010,6.8,29,6.787999999999999,-0.040000000000000036
Diego Milito,2010,6.71,32,7.077500000000001,-0.3700000000000001
Diego Perotti,2010,7.26,22,7.267499999999999,-0.14999999999999947
Diego Pérez,2010,7.12,31,6.964,-0.45999999999999996
Diego Rivas,2010,7.05,31,7.05,0.0
Dimitar Berbatov,2010,7.32,30,7.0680000000000005,0.05999999999999961
Dimitri Payet,2010,7.37,24,7.30090909090909,0.5499999999999998
Diniyar Bilyaletdinov,2010,6.4,26,6.630000000000001,-0.45999999999999996
Dirk Kuyt,2010,7.29,30,7.108,-0.8200000000000003
Djamel Bakar,2010,6.23,22,6.5225,0.2400000000000002
Djamel Mesbah,2010,7.04,26,6.855,-0.41999999999999993
Domenico Criscito,2010,7.47,24,7.303333333333334,-0.13999999999999968
Domingo Cisma,2010,6.76,29,6.8340000000000005,-0.16999999999999993
Doni,2010,6.6,31,6.6,0.0
Dorin Goian,2010,6.87,30,6.805,0.1299999999999999
Drissa Diakité,2010,6.42,26,6.597999999999999,-0.23000000000000043
Duda,2010,7.32,31,6.986,-1.0799999999999992
Dudu Aouate,2010,6.74,33,6.79,-0.33999999999999986
Dídac Vilá,2010,7.16,22,7.031666666666666,-0.4299999999999997
Eden Hazard,2010,7.47,20,7.586,0.6099999999999994
Edgar Alvarez,2010,6.55,31,6.77,-0.4400000000000004
Edin Dzeko,2010,7.12,25,7.198,-0.4900000000000002
Edinson Cavani,2010,7.33,24,7.324999999999998,0.5300000000000002
Edu,2010,6.42,29,6.42,0.0
Eduardo,2010,6.6,30,6.571666666666666,-0.019999999999999574
Eduardo,2010,6.61,28,6.571666666666666,-0.019999999999999574
Edwin van der Sar,2010,6.66,40,6.85,-0.3799999999999999
El Hadji Diouf,2010,6.77,30,6.744999999999999,0.04999999999999982
Elias,2010,6.6,26,6.6,0.0
Eliseu,2010,7.09,27,6.828,-0.23999999999999932
Eljero Elia,2010,6.9,24,7.151666666666666,0.3200000000000003
Elkin Soto,2010,7.01,30,7.0,-0.35999999999999943
Elliot Grandin,2010,6.47,23,6.47,0.0
Emanuel Pogatetz,2010,6.62,28,6.823333333333333,0.28000000000000025
Emanuele Giaccherini,2010,6.86,26,6.751666666666666,-0.1200000000000001
Emerse Faé,2010,6.92,27,6.9,0.040000000000000036
Emerson Conceição,2010,6.84,25,6.745,0.1899999999999995
